,lettr,xbox,ybox,width,high,onpix,xbar,ybar,x2bar,y2bar,xybar,x2ybr,xy2br,xege,xegvy,yege,yegvx,label
15341,Q,4,10,6,9,3,8,7,8,6,6,7,9,3,7,5,9,0
15342,G,2,3,3,2,1,7,7,6,6,6,6,10,2,9,4,9,1
15343,Z,2,3,4,2,2,8,7,2,9,12,6,8,1,8,5,8,0
15344,Z,3,6,4,4,2,7,7,3,14,9,6,8,0,8,8,8,0
15345,Z,4,11,5,8,2,7,7,4,14,10,6,8,0,8,8,8,0
15346,J,5,10,7,8,4,6,8,3,6,15,7,10,3,7,3,7,1
15347,N,9,12,8,6,3,7,10,5,6,3,4,10,5,9,2,7,0
15348,X,4,5,6,3,3,7,7,1,9,10,6,8,2,8,3,7,0
15349,Z,4,6,6,8,4,12,4,3,5,11,2,8,2,7,5,12,0
15350,Y,5,8,5,6,3,3,10,3,6,12,12,7,1,11,2,5,0
15351,Z,3,10,4,8,2,7,7,4,14,10,6,8,0,8,8,8,0
15352,N,5,10,6,7,4,6,8,6,5,7,7,9,6,8,2,6,0
15353,C,2,3,2,1,1,5,8,5,6,11,9,11,1,9,3,8,1
15354,B,4,7,6,5,6,9,6,4,6,10,5,7,2,8,5,10,1
15355,O,1,3,2,2,1,8,7,6,3,9,6,8,2,8,2,8,0
15356,P,3,6,4,4,3,4,10,4,5,10,9,4,1,10,3,7,0
15357,C,3,3,4,5,2,6,6,7,9,9,5,13,1,9,4,8,1
15358,M,4,8,5,6,5,8,6,6,4,6,7,8,8,5,2,7,1
15359,A,4,10,6,8,4,7,5,3,1,7,1,8,2,7,2,8,1
15360,A,3,9,5,6,3,10,3,2,2,8,3,10,2,6,3,7,1
15361,D,5,9,6,7,6,9,7,3,5,11,5,5,3,8,3,8,1
15362,M,3,4,5,3,3,7,6,3,4,9,7,8,7,5,1,8,1
15363,T,4,11,5,8,5,7,11,4,6,7,11,8,3,12,1,8,0
15364,N,8,14,9,8,4,4,9,3,4,13,11,10,6,8,0,8,0
15365,S,5,6,6,4,3,6,7,4,7,10,10,9,2,10,4,5,0
15366,P,3,2,4,3,2,5,10,4,4,10,8,3,1,10,3,6,0
15367,P,4,11,5,8,3,3,13,8,2,11,6,3,1,10,4,8,0
15368,H,6,8,8,6,5,10,6,3,7,10,3,7,4,9,4,10,1
15369,I,4,9,4,5,2,8,8,2,5,13,5,5,1,9,5,10,1
15370,S,7,11,9,8,11,8,8,5,3,8,5,8,6,8,13,8,0
15371,N,4,5,6,3,2,7,8,2,5,10,6,6,5,8,1,7,0
15372,Z,4,8,6,6,3,7,7,2,10,12,5,9,2,10,6,9,0
15373,Y,1,1,2,1,1,9,11,1,6,6,11,7,1,11,1,8,0
15374,L,1,3,3,1,1,7,4,1,7,8,2,10,0,7,2,9,1
15375,O,8,12,5,6,3,8,7,6,5,9,4,7,5,9,5,8,0
15376,W,4,7,6,5,3,6,8,4,1,7,8,8,8,10,0,8,0
15377,A,7,10,10,9,8,6,8,3,6,7,8,10,6,8,4,8,1
15378,U,6,10,8,8,8,8,7,9,5,6,6,9,3,8,5,5,0
15379,G,7,9,10,8,11,7,7,6,3,7,7,8,8,10,9,9,1
15380,N,2,1,3,3,2,7,9,5,4,7,6,6,4,8,1,6,0
15381,N,4,8,5,6,4,7,7,7,5,7,5,6,3,7,3,8,0
15382,W,3,2,5,3,3,8,11,2,2,7,9,8,6,11,0,7,0
15383,C,4,6,4,4,2,5,9,6,8,12,10,11,1,9,2,7,1
15384,G,3,5,4,4,2,6,7,5,5,9,7,10,2,9,4,10,1
15385,Q,3,6,4,7,4,9,5,6,3,9,5,11,3,9,5,9,0
15386,D,4,8,6,7,5,5,6,6,7,8,6,8,4,5,6,5,1
15387,H,2,1,3,2,2,7,7,5,5,7,6,8,3,8,2,8,1
15388,J,2,5,4,4,2,8,6,3,5,14,6,10,1,6,0,7,1
15389,B,2,1,2,1,1,7,7,7,5,6,5,7,1,8,7,10,1
15390,O,2,3,3,2,2,8,7,6,4,9,5,8,2,8,2,8,0
15391,A,3,7,5,5,3,12,3,3,2,10,1,9,2,6,2,8,1
15392,C,4,6,6,4,5,7,6,4,4,8,7,11,5,9,3,8,1
15393,F,3,5,3,4,2,6,10,4,5,10,9,4,2,10,2,6,1
15394,O,3,5,4,4,3,7,7,7,5,9,6,8,2,8,3,8,0
15395,J,2,10,3,7,2,12,3,6,3,12,5,11,1,6,0,8,1
15396,M,5,8,9,6,10,8,6,3,2,8,4,8,14,6,3,7,1
15397,F,6,10,8,7,8,7,6,6,4,7,6,8,5,10,8,12,1
15398,K,11,13,10,8,4,8,8,3,8,9,4,6,5,7,4,7,1
15399,F,3,8,4,5,1,1,12,5,5,12,10,8,0,8,2,6,1
15400,P,3,4,5,3,2,7,10,4,4,12,5,3,1,10,3,8,0
15401,L,4,9,6,7,7,7,7,3,5,6,7,11,6,11,6,5,1
15402,T,5,7,5,5,2,5,11,2,9,12,9,4,0,10,2,4,0
15403,S,4,7,6,5,3,8,8,3,7,10,5,6,2,8,5,8,0
15404,A,3,8,5,6,3,11,3,2,2,8,2,9,2,5,2,8,1
15405,C,8,12,5,7,2,6,8,7,8,10,7,12,2,9,5,9,1
15406,Q,4,8,5,7,3,8,6,9,7,6,4,8,3,8,4,8,0
15407,R,5,7,6,5,5,8,7,6,3,8,5,6,4,7,7,8,0
15408,Q,1,0,2,1,1,8,7,6,3,6,6,9,2,8,3,8,0
15409,D,4,8,6,6,5,10,6,2,6,11,3,7,3,8,3,10,1
15410,K,1,0,2,1,0,5,7,7,1,7,6,11,2,8,2,11,1
15411,K,8,15,8,8,4,6,8,3,7,9,7,9,6,9,3,7,1
15412,L,3,6,5,4,2,6,4,2,9,7,2,10,0,7,3,8,1
15413,L,3,11,5,8,2,2,2,5,10,0,0,6,0,7,1,5,1
15414,F,2,3,4,2,1,4,12,4,4,13,8,5,1,9,1,6,1
15415,U,5,6,5,4,2,4,8,6,8,9,9,9,3,9,3,5,0
15416,A,6,11,8,9,9,8,7,8,3,7,6,8,3,8,9,3,1
15417,G,3,7,4,5,2,8,7,8,7,6,6,9,2,7,5,11,1
15418,M,5,10,8,8,6,8,6,2,4,9,6,8,8,6,2,8,1
15419,O,3,7,4,5,3,7,7,7,3,9,6,9,3,8,3,8,0
15420,T,1,0,2,0,0,7,14,2,4,7,10,8,0,8,0,8,0
15421,U,4,5,5,4,2,5,8,6,8,8,10,10,3,9,1,7,0
15422,Y,4,11,6,8,2,9,10,1,3,6,12,8,1,11,0,8,0
15423,S,3,6,6,4,3,9,7,4,8,11,3,7,1,8,5,10,0
15424,U,3,8,5,6,3,4,8,7,7,9,10,11,3,9,0,8,0
15425,H,5,9,5,5,4,7,8,3,4,10,6,8,6,8,4,8,1
15426,M,4,7,6,5,6,6,6,5,5,7,7,11,10,5,2,9,1
15427,P,3,5,4,3,2,6,9,5,4,9,7,3,1,10,4,6,0
15428,W,5,5,8,4,8,7,7,5,5,6,6,8,8,10,7,10,0
15429,W,3,3,4,4,2,7,8,4,1,7,8,8,8,10,0,8,0
15430,U,2,0,2,0,0,7,5,10,4,7,13,8,3,10,0,8,0
15431,N,4,3,4,5,2,7,7,14,2,5,6,8,6,8,0,8,0
15432,O,4,11,5,8,3,8,8,9,8,6,8,8,3,8,4,8,0
15433,L,3,8,5,6,6,7,7,3,5,7,6,10,6,11,6,5,1
15434,R,1,0,1,0,0,6,8,6,3,7,5,7,2,7,4,11,0
15435,M,6,10,9,8,7,6,6,7,6,7,8,11,9,6,2,9,1
15436,S,2,7,3,5,3,8,7,7,5,7,5,7,2,8,8,7,0
15437,T,1,0,2,1,0,7,14,1,4,7,10,8,0,8,0,8,0
15438,D,10,15,9,8,6,9,5,4,7,9,5,7,6,10,6,8,1
15439,J,3,11,4,8,1,14,2,8,5,14,2,11,0,6,0,8,1
15440,L,5,10,5,8,3,0,1,5,6,0,0,6,0,8,0,8,1
15441,Y,3,4,5,6,4,9,10,7,4,7,7,6,4,10,5,5,0
15442,I,1,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,1
15443,A,3,9,5,6,4,8,2,1,2,7,2,7,2,7,3,6,1
15444,R,7,9,10,8,11,7,7,4,4,7,5,7,7,9,7,5,0
15445,D,4,10,6,8,5,7,7,9,7,7,6,5,3,8,4,8,1
15446,A,4,11,6,8,4,12,2,4,3,11,1,9,3,7,3,9,1
15447,A,3,7,5,5,3,11,2,2,2,8,3,9,3,5,3,8,1
15448,T,5,10,7,8,8,5,8,4,7,7,6,9,5,8,5,6,0
15449,H,5,10,6,7,3,7,7,15,0,7,6,8,3,8,0,8,1
15450,B,3,5,4,3,3,7,7,5,5,6,6,6,2,8,6,10,1
15451,C,3,8,4,6,2,5,8,7,8,7,8,14,1,8,4,10,1
15452,P,2,4,3,3,2,6,10,5,4,9,7,2,1,10,4,6,0
15453,N,4,5,4,3,3,7,8,5,5,7,6,6,5,10,2,5,0
15454,J,2,8,3,6,2,10,7,0,7,11,3,6,0,7,1,7,1
15455,S,6,12,6,7,3,7,7,3,5,14,7,8,2,9,3,8,0
15456,U,5,10,5,7,2,7,4,15,6,7,14,8,3,9,0,8,0
15457,K,4,4,5,3,3,6,7,4,7,7,6,11,3,8,5,9,1
15458,Y,5,7,6,5,3,5,9,2,9,9,10,4,1,11,4,4,0
15459,W,5,7,5,5,4,3,11,2,2,10,8,7,5,11,2,6,0
15460,G,3,7,4,5,3,6,6,6,5,9,7,13,2,9,4,10,1
15461,R,2,3,3,2,2,8,7,3,5,9,4,7,2,7,4,10,0
15462,H,4,5,4,7,2,7,7,15,1,7,6,8,3,8,0,8,1
15463,W,10,10,10,8,7,6,10,5,3,8,6,6,10,12,4,4,0
15464,O,4,10,6,8,4,8,6,9,5,7,4,8,3,8,3,7,0
15465,B,3,4,4,3,3,7,7,5,6,7,6,6,2,8,6,9,1
15466,W,7,11,9,8,7,10,8,5,1,6,10,7,10,12,2,5,0
15467,A,4,8,6,6,3,9,3,2,3,8,1,8,2,6,3,7,1
15468,L,2,5,3,3,1,6,4,1,8,7,2,10,0,7,2,8,1
15469,Q,4,7,5,9,6,8,6,6,4,9,6,9,2,9,4,8,0
15470,F,2,4,2,3,2,6,10,4,5,10,9,5,2,9,3,6,1
15471,V,5,11,8,8,5,8,12,2,3,4,10,9,6,11,5,8,0
15472,O,8,11,8,9,8,8,6,8,4,9,5,8,3,9,3,8,0
15473,Y,8,9,8,7,5,5,8,1,8,8,9,5,4,11,6,4,0
15474,S,5,7,6,5,4,7,7,3,7,10,8,8,2,9,5,6,0
15475,C,3,6,4,6,4,4,8,3,5,7,6,11,3,10,7,7,1
15476,I,2,11,2,8,3,7,7,0,7,7,6,8,0,8,3,8,1
15477,A,3,10,5,8,3,13,4,5,3,12,0,8,2,6,3,9,1
15478,I,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,1
15479,O,4,6,6,6,4,8,4,4,4,9,3,9,3,7,4,9,0
15480,J,2,4,4,3,1,8,7,2,6,14,5,8,2,8,1,8,1
15481,Z,3,8,4,6,2,7,7,4,13,9,6,8,0,8,8,8,0
15482,S,4,8,5,6,4,8,7,7,7,7,6,8,2,9,9,8,0
15483,R,2,4,4,2,2,8,8,3,5,10,4,7,2,6,3,10,0
15484,S,3,6,5,4,5,9,7,4,3,8,5,8,4,8,10,9,0
15485,L,2,6,3,4,2,8,3,3,6,7,2,7,1,6,2,8,1
15486,Q,6,10,6,5,4,9,6,4,7,11,4,9,3,7,8,11,0
15487,Q,2,2,3,4,2,8,7,7,3,6,5,9,2,9,3,9,0
15488,V,3,8,5,6,2,9,9,4,1,6,12,8,2,10,0,8,0
15489,R,3,5,4,6,3,6,11,9,4,7,2,9,3,7,5,11,0
15490,O,5,8,7,6,8,8,7,5,1,7,6,8,9,9,6,11,0
15491,R,3,4,5,3,3,8,7,3,5,9,4,7,2,7,4,10,0
15492,F,7,13,7,7,5,8,10,3,5,11,5,4,4,9,8,7,1
15493,N,4,4,5,7,3,7,7,15,2,4,6,8,6,8,0,8,0
15494,J,3,11,4,8,3,9,6,2,7,12,3,8,1,6,2,6,1
15495,P,4,8,5,6,2,4,15,8,1,12,6,2,0,9,4,8,0
15496,B,4,7,4,5,3,6,8,9,8,7,5,7,2,8,9,9,1
15497,E,5,10,4,5,3,7,10,5,5,10,5,9,3,8,6,10,1
15498,S,3,7,4,5,2,8,7,5,8,5,6,8,0,8,9,8,0
15499,N,4,7,6,5,6,7,8,4,4,7,6,7,5,9,5,4,0
15500,L,3,11,5,8,3,4,3,5,8,1,0,6,0,6,1,5,1
15501,I,5,8,6,9,6,8,9,5,6,6,6,7,3,9,9,8,1
15502,C,7,10,7,8,5,3,8,5,7,10,10,14,3,9,4,6,1
15503,D,2,5,4,4,3,8,7,5,6,9,5,5,2,8,3,8,1
15504,D,3,4,5,3,3,9,6,4,6,10,4,5,2,8,3,8,1
15505,R,3,6,4,4,4,8,6,7,3,8,6,7,4,6,7,8,0
15506,S,4,8,6,6,4,7,8,3,7,10,4,7,2,7,4,8,0
15507,N,5,6,7,4,4,4,10,3,3,9,9,8,5,8,1,7,0
15508,N,4,9,6,7,4,9,7,6,5,6,6,4,5,8,2,5,0
15509,O,5,10,7,7,8,9,7,6,1,7,7,9,10,9,4,6,0
15510,C,3,6,4,4,2,3,9,5,7,11,11,11,1,8,2,7,1
15511,I,4,9,4,4,2,7,10,2,5,13,5,4,1,8,5,8,1
15512,X,5,9,7,8,8,7,8,2,5,8,6,8,4,6,8,9,0
15513,R,6,9,8,7,8,8,8,6,5,8,6,7,7,8,6,12,0
15514,J,8,13,6,10,5,11,5,2,5,12,4,8,2,9,6,13,1
15515,Z,5,9,7,7,4,7,8,2,10,12,6,9,2,10,6,8,0
15516,Z,1,3,2,2,1,7,7,5,8,6,6,8,1,8,7,8,0
15517,R,2,1,3,2,2,7,8,4,5,6,5,7,2,6,4,8,0
15518,M,5,9,6,7,6,7,5,11,1,7,9,8,9,5,2,8,1
15519,C,4,10,5,8,2,6,8,7,10,4,6,13,1,7,4,8,1
15520,N,2,1,3,3,2,7,8,5,4,7,6,7,4,8,1,7,0
15521,B,4,8,6,6,5,8,7,5,6,9,5,6,3,8,7,9,1
15522,Z,6,9,8,7,5,9,5,3,9,11,3,11,3,6,7,9,0
15523,N,6,10,9,8,6,5,10,2,4,9,9,8,7,7,2,7,0
15524,I,5,10,6,8,4,7,7,0,8,13,6,8,0,8,1,8,1
15525,I,1,7,0,5,1,7,7,5,3,7,6,8,0,8,0,8,1
15526,O,4,7,6,5,6,9,6,5,1,7,6,9,10,9,4,8,0
15527,D,5,11,8,9,12,9,9,5,5,7,6,6,5,8,9,6,1
15528,P,7,11,10,8,5,8,11,7,3,11,4,2,2,11,4,9,0
15529,N,5,8,7,6,4,7,8,3,5,10,6,7,5,8,1,7,0
15530,Q,2,4,3,5,3,8,7,7,3,6,6,9,3,8,5,10,0
15531,I,2,7,5,5,4,11,6,1,5,8,4,5,3,8,5,9,1
15532,D,5,9,7,7,7,9,6,4,6,9,3,6,3,8,3,8,1
15533,P,5,8,5,6,2,4,13,8,1,11,6,3,1,10,4,8,0
15534,C,2,1,3,2,1,6,7,6,10,7,6,14,0,8,4,9,1
15535,J,5,10,7,8,3,6,7,3,7,15,8,11,1,6,1,7,1
15536,K,3,2,4,3,2,5,7,4,7,6,6,11,3,8,5,9,1
15537,T,1,0,1,0,0,8,13,1,4,6,10,8,0,8,0,8,0
15538,M,6,5,7,8,4,8,7,13,2,7,9,8,9,6,0,8,1
15539,K,9,13,10,7,6,4,9,4,6,10,10,11,5,8,4,6,1
15540,G,4,9,4,6,3,6,7,7,6,10,8,10,2,9,4,9,1
15541,D,2,6,4,4,5,10,7,4,5,7,5,6,3,6,6,5,1
15542,J,1,4,2,3,1,10,6,2,5,11,4,9,1,7,1,7,1
15543,F,1,3,3,1,1,5,10,2,5,13,7,5,1,9,1,7,1
15544,H,6,7,8,5,5,5,9,3,6,10,9,9,4,9,4,7,1
15545,Q,3,5,4,6,3,8,7,7,5,8,7,8,2,9,4,9,0
15546,X,9,14,10,8,5,5,9,3,8,11,9,8,4,9,4,6,0
15547,U,7,9,8,7,5,4,8,5,8,10,9,9,3,9,2,6,0
15548,E,5,9,7,6,6,8,7,7,2,7,6,11,5,8,8,9,1
15549,K,1,1,2,1,0,4,6,6,2,7,6,11,3,8,2,10,1
15550,R,4,11,6,9,5,7,8,5,7,6,5,7,4,5,7,9,0
15551,R,4,7,5,5,4,7,8,6,6,6,5,8,3,6,6,9,0
15552,R,4,8,6,6,5,9,8,4,6,8,3,8,4,5,5,11,0
15553,R,2,4,4,3,2,9,7,2,6,10,3,6,2,7,3,10,0
15554,V,3,8,6,6,1,6,8,4,3,7,14,8,3,9,0,8,0
15555,X,3,8,4,6,3,7,7,3,8,6,6,10,3,8,6,8,0
15556,F,4,9,6,7,7,6,8,1,4,10,8,7,6,11,4,5,1
15557,B,3,7,4,5,5,9,6,5,4,7,7,8,6,9,7,7,1
15558,L,3,6,5,4,3,6,4,2,6,7,2,9,1,7,3,7,1
15559,U,4,2,5,3,2,6,9,6,7,7,10,9,3,9,1,8,0
15560,O,3,6,4,4,3,8,7,7,5,7,6,8,2,8,3,8,0
15561,Y,4,8,5,6,2,6,10,2,2,7,12,8,2,11,0,8,0
15562,Z,2,3,4,2,1,7,7,2,9,11,6,8,1,8,5,7,0
15563,P,6,8,8,6,5,7,11,7,3,9,5,3,3,11,4,8,0
15564,U,3,4,4,6,2,8,5,13,5,6,14,8,3,9,0,8,0
15565,C,6,9,4,4,2,7,9,6,6,11,7,8,2,9,5,9,1
15566,L,2,6,3,4,2,4,5,1,8,6,2,10,0,7,3,6,1
15567,R,3,5,4,6,3,6,11,10,4,7,3,9,3,7,5,10,0
15568,P,4,8,5,6,5,6,9,6,5,9,7,4,2,10,3,7,0
15569,R,4,11,5,8,3,6,10,10,4,7,4,8,3,7,5,11,0
15570,C,1,0,2,0,0,7,7,5,7,7,6,13,0,8,4,10,1
15571,Q,2,1,2,2,1,8,7,7,4,6,6,8,3,8,3,8,0
15572,R,2,1,2,2,2,7,8,5,5,6,5,7,2,7,4,8,0
15573,E,6,9,8,7,5,7,7,2,9,11,5,9,3,8,5,8,1
15574,E,3,7,4,5,4,7,8,6,9,6,4,9,3,8,6,8,1
15575,A,2,5,4,4,2,10,2,2,2,9,2,9,2,6,2,8,1
15576,L,3,7,4,5,2,7,4,2,6,7,2,8,1,6,2,8,1
15577,F,5,6,6,7,6,7,10,5,6,8,6,8,4,8,7,6,1
15578,E,2,3,4,2,2,5,8,2,8,11,8,9,2,8,4,6,1
15579,V,1,1,2,1,0,8,9,4,2,7,13,8,2,10,0,8,0
15580,E,2,6,3,4,3,6,7,6,8,7,6,10,3,8,6,8,1
15581,U,4,10,4,7,2,7,6,14,5,7,13,8,3,9,0,8,0
15582,A,3,8,6,5,2,8,5,3,1,7,1,8,2,7,2,8,1
15583,A,4,11,7,8,6,10,3,1,2,8,3,9,5,5,3,7,1
15584,Y,3,5,4,6,5,9,9,5,3,6,7,8,5,10,7,6,0
15585,N,2,3,4,2,1,5,10,3,3,10,8,8,4,8,0,8,0
15586,U,4,5,4,7,2,7,5,14,5,7,14,8,3,9,0,8,0
15587,G,4,8,5,6,3,6,7,6,6,10,8,10,2,9,4,9,1
15588,L,2,8,3,6,2,3,5,2,8,3,0,9,0,7,1,6,1
15589,O,5,11,6,9,6,7,7,8,3,10,6,8,3,8,3,8,0
15590,L,3,7,4,5,2,7,4,1,7,8,2,9,1,6,2,8,1
15591,Y,5,10,8,8,4,10,11,2,8,3,11,8,1,11,2,9,0
15592,K,3,4,4,6,2,3,7,7,2,7,5,11,3,8,3,10,1
15593,G,7,14,5,8,4,8,6,4,3,9,5,9,4,9,8,8,1
15594,F,3,9,4,7,4,5,10,3,5,10,9,6,2,10,3,6,1
15595,P,4,5,5,8,2,3,13,8,2,11,7,3,1,10,4,8,0
15596,U,3,4,4,3,2,6,9,6,6,7,9,9,3,9,1,9,0
15597,M,4,11,5,8,7,7,6,10,1,7,8,8,8,4,0,8,1
15598,L,3,10,3,8,2,0,2,3,6,1,0,8,0,8,0,8,1
15599,F,3,6,5,4,2,6,10,2,6,13,7,5,1,10,2,7,1
15600,W,4,3,6,4,2,4,8,5,1,7,9,8,8,10,0,8,0
15601,Z,4,10,5,8,3,7,7,4,15,9,6,8,0,8,8,8,0
15602,U,7,11,9,8,5,6,10,6,8,7,10,9,3,9,1,8,0
15603,H,3,7,5,5,4,8,7,6,6,7,6,9,6,8,3,8,1
15604,V,6,9,5,7,2,2,12,5,4,11,12,7,3,10,1,8,0
15605,E,4,10,3,5,2,9,6,5,4,11,4,10,3,8,8,13,1
15606,O,5,10,6,8,6,8,8,8,4,7,7,6,5,7,4,9,0
15607,Q,1,0,2,1,1,8,7,6,3,6,6,9,2,8,3,8,0
15608,J,2,6,3,4,1,14,2,5,5,13,2,10,0,8,0,8,1
15609,R,3,6,4,4,3,8,8,5,6,7,5,6,3,7,5,8,0
15610,E,4,7,6,5,4,7,7,2,7,11,6,9,3,8,4,9,1
15611,W,6,9,6,5,4,3,9,2,3,9,10,8,8,11,1,5,0
15612,T,2,9,3,6,1,7,14,0,6,7,11,8,0,8,0,8,0
15613,B,2,3,3,2,2,8,7,3,5,10,5,6,2,8,3,9,1
15614,G,2,0,2,1,1,8,6,6,5,6,5,9,2,8,5,10,1
15615,S,4,9,6,6,4,7,6,3,7,9,9,9,2,10,4,6,0
15616,B,4,7,6,5,6,9,6,4,6,9,5,6,2,8,6,9,1
15617,S,4,9,6,7,4,9,8,4,7,10,4,6,2,8,5,9,0
15618,M,2,1,3,2,1,7,6,10,1,7,9,8,7,6,0,8,1
15619,D,3,7,5,5,7,10,8,4,5,7,6,6,4,7,7,5,1
15620,P,4,11,6,8,5,6,8,5,6,9,8,4,2,10,4,7,0
15621,V,4,10,6,7,4,8,9,4,2,6,13,8,2,10,0,8,0
15622,E,1,3,3,2,1,7,7,2,6,11,6,9,2,9,4,10,1
15623,Z,2,4,4,3,2,7,8,2,9,11,6,8,1,8,5,7,0
15624,Q,3,4,4,7,2,7,6,8,6,5,5,8,3,8,4,8,0
15625,F,4,8,4,5,2,1,12,5,5,12,10,8,0,8,2,6,1
15626,Q,2,3,3,4,3,8,7,7,3,6,6,9,3,8,4,9,0
15627,O,3,4,4,3,2,7,7,6,4,9,6,8,2,8,3,7,0
15628,L,4,10,5,8,4,6,4,1,7,8,2,10,0,6,3,8,1
15629,L,4,10,5,7,3,7,4,0,9,9,2,11,0,7,3,8,1
15630,J,2,7,3,5,1,14,3,4,5,12,1,8,0,7,0,8,1
15631,A,3,6,5,4,3,8,3,2,2,6,2,7,2,6,2,6,1
15632,M,5,9,6,4,4,6,4,2,2,8,4,10,7,3,1,9,1
15633,H,7,11,10,8,7,4,9,4,6,10,9,9,3,8,4,7,1
15634,Q,4,10,5,9,5,8,7,8,5,6,7,8,3,8,4,9,0
15635,H,4,9,5,7,4,7,8,13,1,7,5,8,3,8,0,8,1
15636,V,5,11,7,8,4,7,9,4,1,7,13,8,5,9,2,9,0
15637,L,3,8,4,6,3,4,4,4,7,2,1,7,1,6,1,6,1
15638,M,5,11,7,8,9,8,7,6,5,6,7,8,8,6,2,8,1
15639,X,6,10,8,8,7,7,6,3,5,6,6,8,3,9,10,9,0
15640,Z,5,8,7,6,4,6,9,3,10,11,9,5,1,8,6,5,0
15641,I,3,9,4,7,3,7,8,0,7,13,6,8,0,8,1,8,1
15642,R,2,4,4,3,2,8,7,4,5,9,5,7,2,7,4,10,0
15643,O,7,10,7,8,6,8,7,7,4,9,5,6,5,9,5,10,0
15644,U,5,9,7,8,7,7,7,4,4,6,6,9,4,8,2,9,0
15645,J,2,3,2,4,1,10,3,10,3,12,8,13,1,6,0,8,1
15646,D,6,9,6,4,3,10,4,6,5,13,4,11,5,6,4,8,1
15647,K,5,7,7,5,5,4,7,2,7,10,9,11,4,7,4,6,1
15648,R,3,5,5,3,3,8,7,5,4,8,5,7,3,7,4,11,0
15649,G,5,11,4,6,3,7,9,4,4,9,6,5,3,9,8,7,1
15650,O,6,11,7,8,5,7,7,9,6,7,5,8,3,8,4,8,0
15651,A,1,0,2,0,0,7,4,2,0,7,2,8,2,7,1,8,1
15652,F,2,4,3,3,2,5,10,4,5,10,9,5,1,10,3,6,1
15653,U,5,9,6,6,4,3,9,5,7,10,10,9,3,9,2,6,0
15654,B,3,8,5,6,4,9,6,4,6,10,5,6,2,8,6,9,1
15655,F,5,9,6,7,6,6,10,5,4,9,6,8,5,9,7,11,1
15656,Q,4,8,4,9,5,8,8,6,2,6,8,11,3,9,6,7,0
15657,Q,3,8,4,7,4,8,7,8,5,6,5,8,2,9,4,8,0
15658,T,3,4,3,2,1,6,11,2,7,11,9,5,2,9,3,4,0
15659,S,4,8,5,6,2,7,6,6,9,5,6,10,0,9,9,8,0
15660,C,2,1,3,2,1,6,7,6,10,7,6,14,0,8,4,9,1
15661,Q,7,12,6,7,3,8,4,4,7,11,4,10,3,7,8,11,0
15662,L,4,10,5,8,3,0,2,4,6,1,0,8,0,8,0,8,1
15663,F,4,9,6,6,6,11,6,2,5,10,5,6,5,9,4,7,1
15664,P,4,6,5,8,8,8,9,5,0,8,7,6,5,10,5,9,0
15665,C,4,6,5,4,2,5,8,5,7,12,9,12,2,10,3,8,1
15666,V,2,6,4,4,2,6,11,3,3,8,11,8,2,11,1,9,0
15667,Q,7,9,7,11,9,8,7,6,2,8,7,11,5,9,8,6,0
15668,T,1,6,2,4,1,7,13,0,5,7,10,8,0,8,0,8,0
15669,N,5,10,5,8,3,7,7,15,2,4,6,8,6,8,0,8,0
15670,Z,4,11,6,8,7,8,7,2,8,7,6,7,1,7,11,7,0
15671,S,2,1,2,2,1,8,8,6,4,8,5,7,2,8,8,8,0
15672,G,5,10,5,7,4,6,7,7,6,10,8,11,2,9,4,9,1
15673,M,9,14,11,8,7,6,4,3,2,8,4,10,10,1,1,8,1
15674,R,6,9,6,4,4,5,8,3,5,7,4,10,5,7,6,6,0
15675,T,4,7,4,5,3,5,11,3,6,11,9,5,2,11,2,5,0
15676,D,5,11,5,8,3,6,7,11,10,6,5,6,3,8,4,8,1
15677,X,3,4,4,5,1,7,7,4,4,7,6,8,3,8,4,8,0
15678,M,2,3,3,4,2,8,6,11,1,6,9,8,7,5,0,8,1
15679,R,4,9,6,6,6,7,7,4,6,7,5,7,3,7,5,8,0
15680,P,3,5,5,4,3,8,8,4,4,12,4,4,2,9,3,8,0
15681,F,8,13,7,7,3,6,9,3,6,12,5,5,2,8,6,6,1
15682,Q,2,2,3,3,2,8,7,7,3,6,6,9,2,9,3,9,0
15683,J,1,4,2,3,1,10,6,2,6,12,4,9,0,7,1,7,1
15684,Y,3,5,5,7,5,9,10,5,4,7,7,7,5,11,6,5,0
15685,I,2,9,2,7,2,7,7,0,8,7,6,8,0,8,3,8,1
15686,S,3,8,4,6,3,8,8,7,5,7,6,7,2,8,8,8,0
15687,B,4,9,6,6,7,9,6,4,4,6,7,7,7,9,8,6,1
15688,Y,3,7,5,5,2,8,10,1,2,6,12,8,1,11,0,8,0
15689,I,4,10,5,8,3,5,9,0,7,13,7,6,2,9,3,6,1
15690,W,5,9,8,7,4,7,7,5,2,6,8,8,9,9,0,8,0
15691,I,5,12,4,6,3,10,6,3,5,13,3,6,2,8,5,10,1
15692,B,6,9,9,8,10,7,7,5,4,8,6,8,7,9,9,6,1
15693,T,3,8,5,6,2,7,14,1,5,7,10,8,0,8,0,8,0
15694,Y,2,9,4,6,1,7,10,1,3,7,12,8,1,11,0,8,0
15695,Z,5,8,7,6,4,7,8,2,10,12,6,7,2,8,6,8,0
